County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Orange,Deerpark Town PD,2008,7,12,19,0,0,0,7,12,19
Orange,Deerpark Town PD,2009,6,12,18,0,0,0,6,12,18
Orange,Deerpark Town PD,2010,6,13,19,0,0,0,6,13,19
Orange,Deerpark Town PD,2011,4,17,21,0,0,0,4,17,21
Orange,Deerpark Town PD,2012,4,17,21,0,0,0,4,17,21
Orange,Deerpark Town PD,2013,3,19,22,0,0,0,3,19,22
Orange,Deerpark Town PD,2014,3,18,21,0,0,0,3,18,21
Orange,Deerpark Town PD,2015,4,19,23,0,0,0,4,19,23
Orange,Deerpark Town PD,2016,3,19,22,0,0,0,3,19,22
Orange,Deerpark Town PD,2017,4,18,22,0,0,0,4,18,22
Orange,Blooming Grove Town PD,2007,15,0,15,2,0,2,17,0,17
Orange,Blooming Grove Town PD,2008,16,0,16,2,0,2,18,0,18
Orange,Blooming Grove Town PD,2009,15,0,15,2,0,2,17,0,17
Orange,Blooming Grove Town PD,2010,15,0,15,2,0,2,17,0,17
Orange,Blooming Grove Town PD,2011,15,0,15,2,0,2,17,0,17
Orange,Blooming Grove Town PD,2012,14,0,14,2,0,2,16,0,16
Orange,Blooming Grove Town PD,2013,14,0,14,2,0,2,16,0,16
Orange,Blooming Grove Town PD,2014,13,0,13,2,0,2,15,0,15
Orange,Blooming Grove Town PD,2015,14,1,15,2,0,2,16,1,17
Orange,Blooming Grove Town PD,2016,12,1,13,2,0,2,14,1,15
Orange,Blooming Grove Town PD,2017,10,2,12,2,0,2,12,2,14
Orange,Montgomery Town PD,2007,13,14,27,1,0,1,14,14,28
Orange,Montgomery Town PD,2008,14,18,32,1,3,4,15,21,36
Orange,Montgomery Town PD,2009,14,17,31,1,4,5,15,21,36
Orange,Montgomery Town PD,2010,14,19,33,2,4,6,16,23,39
Orange,Montgomery Town PD,2011,13,17,30,1,6,7,14,23,37
Orange,Montgomery Town PD,2012,13,22,35,2,8,10,15,30,45
Orange,Montgomery Town PD,2013,13,25,38,2,5,7,15,30,45
Orange,Montgomery Town PD,2014,13,23,36,2,4,6,15,27,42
Orange,Montgomery Town PD,2015,0,0,0,0,0,0,0,0,0
Orange,Montgomery Town PD,2016,12,22,34,2,8,10,14,30,44
Orange,Montgomery Town PD,2017,0,0,0,0,0,0,0,0,0
Orange,Crawford Town PD,2007,12,11,23,2,9,11,14,20,34
Orange,Crawford Town PD,2008,12,10,22,2,10,12,14,20,34
Orange,Crawford Town PD,2009,12,7,19,2,8,10,14,15,29
Orange,Crawford Town PD,2010,12,9,21,2,7,9,14,16,30
Orange,Crawford Town PD,2011,13,10,23,2,9,11,15,19,34
Orange,Crawford Town PD,2012,8,11,19,2,10,12,10,21,31
Orange,Crawford Town PD,2013,8,11,19,2,10,12,10,21,31
Orange,Crawford Town PD,2014,10,8,18,1,12,13,11,20,31
Orange,Crawford Town PD,2015,9,9,18,1,12,13,10,21,31
Orange,Crawford Town PD,2016,9,10,19,1,11,12,10,21,31
Orange,Crawford Town PD,2017,9,12,21,1,10,11,10,22,32
Orange,Chester Town PD,2007,13,7,20,0,3,3,13,10,23
Orange,Chester Town PD,2008,13,5,18,0,3,3,13,8,21
Orange,Chester Town PD,2009,13,5,18,0,3,3,13,8,21
Orange,Chester Town PD,2010,14,5,19,0,3,3,14,8,22
Orange,Chester Town PD,2011,14,4,18,0,2,2,14,6,20
Orange,Chester Town PD,2012,13,5,18,0,2,2,13,7,20
Orange,Chester Town PD,2013,14,5,19,0,2,2,14,7,21
Orange,Chester Town PD,2014,14,5,19,0,2,2,14,7,21
Orange,Chester Town PD,2015,14,2,16,0,2,2,14,4,18
Orange,Chester Town PD,2016,14,4,18,0,2,2,14,6,20
Orange,Chester Town PD,2017,17,5,22,0,2,2,17,7,24
Orange,Wallkill Town PD,2007,41,1,42,7,4,11,48,5,53
Orange,Wallkill Town PD,2008,42,1,43,6,4,10,48,5,53
Orange,Wallkill Town PD,2009,40,1,41,7,7,14,47,8,55
Orange,Wallkill Town PD,2010,37,1,38,5,0,5,42,1,43
Orange,Wallkill Town PD,2011,35,1,36,5,7,12,40,8,48
Orange,Wallkill Town PD,2012,30,7,37,0,17,17,30,24,54
Orange,Wallkill Town PD,2013,31,12,43,1,14,15,32,26,58
Orange,Wallkill Town PD,2014,30,20,50,1,30,31,31,50,81
Orange,Wallkill Town PD,2015,35,16,51,1,31,32,36,47,83
Orange,Wallkill Town PD,2016,39,18,57,1,50,51,40,68,108
Orange,Wallkill Town PD,2017,39,17,56,1,49,50,40,66,106
Orange,Goshen Town PD,2007,11,9,20,1,0,1,12,9,21
Orange,Goshen Town PD,2008,11,9,20,1,0,1,12,9,21
Orange,Goshen Town PD,2009,11,9,20,1,0,1,12,9,21
Orange,Goshen Town PD,2010,11,8,19,1,0,1,12,8,20
Orange,Goshen Town PD,2011,10,8,18,1,0,1,11,8,19
Orange,Goshen Town PD,2012,0,0,0,0,0,0,0,0,0
Orange,Goshen Town PD,2013,15,4,19,3,1,4,18,5,23
Orange,Goshen Town PD,2014,9,10,19,0,1,1,9,11,20
Orange,Goshen Town PD,2015,9,9,18,0,1,1,9,10,19
Orange,Goshen Town PD,2016,9,11,20,0,1,1,9,12,21
Orange,Goshen Town PD,2017,9,15,24,0,1,1,9,16,25
Orleans,Orleans County Sheriff,2007,27,9,36,14,3,17,41,12,53
Orleans,Orleans County Sheriff,2008,26,10,36,0,0,0,26,10,36
Orleans,Orleans County Sheriff,2009,26,10,36,3,0,3,29,10,39
Orleans,Orleans County Sheriff,2010,25,7,32,16,15,31,41,22,63
Orleans,Orleans County Sheriff,2011,26,8,34,14,9,23,40,17,57
Orleans,Orleans County Sheriff,2012,0,0,0,0,0,0,0,0,0
Orleans,Orleans County Sheriff,2013,27,9,36,13,11,24,40,20,60
Orleans,Orleans County Sheriff,2014,24,9,33,10,10,20,34,19,53
Orleans,Orleans County Sheriff,2015,22,9,31,10,11,21,32,20,52
Orleans,Orleans County Sheriff,2016,26,10,36,13,4,17,39,14,53
Orleans,Orleans County Sheriff,2017,0,0,0,0,0,0,0,0,0
Orleans,Albion Vg PD,2007,0,0,0,0,0,0,0,0,0
Orleans,Albion Vg PD,2008,11,2,13,0,0,0,11,2,13
Orleans,Albion Vg PD,2009,12,1,13,0,0,0,12,1,13
Orleans,Albion Vg PD,2010,12,1,13,0,0,0,12,1,13
Orleans,Albion Vg PD,2011,11,1,12,0,0,0,11,1,12
Orleans,Albion Vg PD,2012,0,0,0,0,0,0,0,0,0
Orleans,Albion Vg PD,2013,12,1,13,0,1,1,12,2,14
Orleans,Albion Vg PD,2014,13,1,14,0,1,1,13,2,15
Orleans,Albion Vg PD,2015,11,0,11,0,1,1,11,1,12
Orleans,Albion Vg PD,2016,11,1,12,0,2,2,11,3,14
Orleans,Albion Vg PD,2017,12,1,13,1,0,1,13,1,14
Orleans,Holley Vg PD,2007,0,0,0,0,0,0,0,0,0
Orleans,Holley Vg PD,2008,2,8,10,0,0,0,2,8,10
Orleans,Holley Vg PD,2009,0,0,0,0,0,0,0,0,0
Orleans,Holley Vg PD,2010,2,10,12,0,0,0,2,10,12
Orleans,Holley Vg PD,2011,2,8,10,0,0,0,2,8,10
Orleans,Holley Vg PD,2012,0,0,0,0,0,0,0,0,0
Orleans,Holley Vg PD,2013,0,0,0,0,0,0,0,0,0
Orleans,Holley Vg PD,2014,1,10,11,0,1,1,1,11,12
Orleans,Holley Vg PD,2015,0,8,8,0,1,1,0,9,9
Orleans,Holley Vg PD,2016,2,9,11,0,1,1,2,10,12
Orleans,Holley Vg PD,2017,2,8,10,0,1,1,2,9,11
Orleans,Medina Vg PD,2007,10,0,10,1,1,2,11,1,12
Orleans,Medina Vg PD,2008,10,1,11,1,1,2,11,2,13
Orleans,Medina Vg PD,2009,11,2,13,1,1,2,12,3,15
Orleans,Medina Vg PD,2010,11,2,13,1,1,2,12,3,15
Orleans,Medina Vg PD,2011,11,1,12,1,1,2,12,2,14
Orleans,Medina Vg PD,2012,11,1,12,1,0,1,12,1,13
Orleans,Medina Vg PD,2013,11,1,12,1,0,1,12,1,13
Orleans,Medina Vg PD,2014,11,1,12,1,0,1,12,1,13
Orleans,Medina Vg PD,2015,8,2,10,1,0,1,9,2,11
Orleans,Medina Vg PD,2016,11,1,12,1,1,2,12,2,14
Orleans,Medina Vg PD,2017,11,1,12,1,1,2,12,2,14
Oswego,Oswego County Sheriff,2007,57,8,65,10,0,10,67,8,75
Oswego,Oswego County Sheriff,2008,56,23,79,18,1,19,74,24,98
Oswego,Oswego County Sheriff,2009,57,22,79,15,1,16,72,23,95
Oswego,Oswego County Sheriff,2010,68,21,89,15,1,16,83,22,105
Oswego,Oswego County Sheriff,2011,64,24,88,15,1,16,79,25,104
Oswego,Oswego County Sheriff,2012,66,24,90,16,1,17,82,25,107
Oswego,Oswego County Sheriff,2013,66,24,90,16,1,17,82,25,107
Oswego,Oswego County Sheriff,2014,64,25,89,16,1,17,80,26,106
Oswego,Oswego County Sheriff,2015,66,25,91,18,1,19,84,26,110
Oswego,Oswego County Sheriff,2016,68,27,95,17,2,19,85,29,114
Oswego,Oswego County Sheriff,2017,68,28,96,18,2,20,86,30,116
Oswego,Fulton City PD,2007,35,0,35,2,0,2,37,0,37
Oswego,Fulton City PD,2008,35,0,35,2,0,2,37,0,37
Oswego,Fulton City PD,2009,35,0,35,2,0,2,37,0,37
Oswego,Fulton City PD,2010,35,0,35,2,0,2,37,0,37
Oswego,Fulton City PD,2011,34,0,34,2,0,2,36,0,36
Oswego,Fulton City PD,2012,33,0,33,2,0,2,35,0,35
Oswego,Fulton City PD,2013,35,0,35,2,0,2,37,0,37
Oswego,Fulton City PD,2014,33,0,33,2,0,2,35,0,35
Oswego,Fulton City PD,2015,35,0,35,1,2,3,36,2,38
Oswego,Fulton City PD,2016,33,0,33,1,1,2,34,1,35
Oswego,Fulton City PD,2017,0,0,0,0,0,0,0,0,0
Oswego,Oswego City PD,2007,49,0,49,8,0,8,57,0,57
Oswego,Oswego City PD,2008,44,0,44,8,0,8,52,0,52
Oswego,Oswego City PD,2009,47,0,47,8,0,8,55,0,55
Oswego,Oswego City PD,2010,45,0,45,8,0,8,53,0,53
Oswego,Oswego City PD,2011,43,0,43,5,0,5,48,0,48
Oswego,Oswego City PD,2012,41,0,41,5,0,5,46,0,46
Oswego,Oswego City PD,2013,50,0,50,5,0,5,55,0,55
Oswego,Oswego City PD,2014,46,0,46,0,0,0,46,0,46
Oswego,Oswego City PD,2015,49,0,49,9,0,9,58,0,58
Oswego,Oswego City PD,2016,47,0,47,6,0,6,53,0,53
Oswego,Oswego City PD,2017,47,0,47,6,0,6,53,0,53
Oswego,Central Square Vg PD,2007,0,9,9,0,0,0,0,9,9
Oswego,Central Square Vg PD,2008,0,16,16,0,0,0,0,16,16
Oswego,Central Square Vg PD,2009,0,14,14,0,0,0,0,14,14
Oswego,Central Square Vg PD,2010,0,10,10,0,0,0,0,10,10
Oswego,Central Square Vg PD,2011,0,12,12,0,0,0,0,12,12
Oswego,Central Square Vg PD,2012,0,11,11,0,0,0,0,11,11
Oswego,Central Square Vg PD,2013,0,10,10,0,0,0,0,10,10
Oswego,Central Square Vg PD,2014,0,10,10,0,0,0,0,10,10
Oswego,Central Square Vg PD,2015,0,11,11,0,0,0,0,11,11
Oswego,Central Square Vg PD,2016,0,10,10,0,0,0,0,10,10
Oswego,Central Square Vg PD,2017,0,8,8,0,0,0,0,8,8
Oswego,Pulaski Vg PD,2007,2,6,8,0,0,0,2,6,8
Oswego,Pulaski Vg PD,2008,1,10,11,0,0,0,1,10,11
Oswego,Pulaski Vg PD,2009,1,10,11,0,0,0,1,10,11
Oswego,Pulaski Vg PD,2010,1,10,11,0,0,0,1,10,11
Oswego,Pulaski Vg PD,2011,1,10,11,0,0,0,1,10,11
Oswego,Pulaski Vg PD,2012,1,9,10,0,0,0,1,9,10
Oswego,Pulaski Vg PD,2013,0,10,10,0,0,0,0,10,10
Oswego,Pulaski Vg PD,2014,0,10,10,0,0,0,0,10,10
Oswego,Pulaski Vg PD,2015,0,9,9,0,0,0,0,9,9
Oswego,Pulaski Vg PD,2016,1,10,11,0,0,0,1,10,11
Oswego,Pulaski Vg PD,2017,0,12,12,0,0,0,0,12,12
Oswego,Phoenix Vg PD,2007,0,0,0,0,0,0,0,0,0
Oswego,Phoenix Vg PD,2008,0,10,10,0,0,0,0,10,10
Oswego,Phoenix Vg PD,2009,0,10,10,0,1,1,0,11,11
Oswego,Phoenix Vg PD,2010,0,13,13,0,0,0,0,13,13
Oswego,Phoenix Vg PD,2011,0,0,0,0,0,0,0,0,0
Oswego,Phoenix Vg PD,2012,0,0,0,0,0,0,0,0,0
Oswego,Phoenix Vg PD,2013,0,12,12,0,0,0,0,12,12
Oswego,Phoenix Vg PD,2014,0,15,15,0,0,0,0,15,15
Oswego,Phoenix Vg PD,2015,0,17,17,0,0,0,0,17,17
Oswego,Phoenix Vg PD,2016,0,18,18,0,0,0,0,18,18
Oswego,Phoenix Vg PD,2017,0,17,17,0,0,0,0,17,17
Oswego,SUNY Police - Oswego,2007,0,0,0,0,0,0,0,0,0
Oswego,SUNY Police - Oswego,2008,21,0,21,7,1,8,28,1,29
Oswego,SUNY Police - Oswego,2009,20,0,20,4,0,4,24,0,24
Oswego,SUNY Police - Oswego,2010,19,0,19,7,1,8,26,1,27
Oswego,SUNY Police - Oswego,2011,20,0,20,4,2,6,24,2,26
Oswego,SUNY Police - Oswego,2012,21,0,21,3,1,4,24,1,25
Oswego,SUNY Police - Oswego,2013,20,0,20,7,3,10,27,3,30
Oswego,SUNY Police - Oswego,2014,20,0,20,8,3,11,28,3,31
Oswego,SUNY Police - Oswego,2015,19,0,19,8,2,10,27,2,29
Oswego,SUNY Police - Oswego,2016,21,0,21,6,2,8,27,2,29
Oswego,SUNY Police - Oswego,2017,22,0,22,3,1,4,25,1,26
Otsego,Otsego County Sheriff,2007,20,3,23,5,11,16,25,14,39
Otsego,Otsego County Sheriff,2008,19,4,23,0,0,0,19,4,23
Otsego,Otsego County Sheriff,2009,17,4,21,3,0,3,20,4,24
Otsego,Otsego County Sheriff,2010,17,3,20,2,1,3,19,4,23
Otsego,Otsego County Sheriff,2011,16,1,17,2,1,3,18,2,20
Otsego,Otsego County Sheriff,2012,16,1,17,2,1,3,18,2,20
Otsego,Otsego County Sheriff,2013,16,2,18,2,1,3,18,3,21
Otsego,Otsego County Sheriff,2014,16,2,18,2,1,3,18,3,21
Otsego,Otsego County Sheriff,2015,17,1,18,2,0,2,19,1,20
Otsego,Otsego County Sheriff,2016,17,1,18,3,0,3,20,1,21
Otsego,Otsego County Sheriff,2017,17,2,19,2,0,2,19,2,21
Otsego,Oneonta City PD,2007,25,0,25,4,1,5,29,1,30
Otsego,Oneonta City PD,2008,25,0,25,4,3,7,29,3,32
Otsego,Oneonta City PD,2009,26,0,26,4,3,7,30,3,33
Otsego,Oneonta City PD,2010,28,0,28,5,3,8,33,3,36
Otsego,Oneonta City PD,2011,27,0,27,5,2,7,32,2,34
Otsego,Oneonta City PD,2012,26,0,26,5,3,8,31,3,34
Otsego,Oneonta City PD,2013,25,0,25,5,2,7,30,2,32
Otsego,Oneonta City PD,2014,25,0,25,5,2,7,30,2,32
Otsego,Oneonta City PD,2015,24,0,24,4,2,6,28,2,30
Otsego,Oneonta City PD,2016,23,0,23,5,1,6,28,1,29
Otsego,Oneonta City PD,2017,24,0,24,6,2,8,30,2,32
Otsego,Cooperstown Vg PD,2007,5,7,12,1,0,1,6,7,13
Otsego,Cooperstown Vg PD,2008,5,7,12,1,0,1,6,7,13
Otsego,Cooperstown Vg PD,2009,6,6,12,2,0,2,8,6,14
Otsego,Cooperstown Vg PD,2010,6,7,13,1,3,4,7,10,17
Otsego,Cooperstown Vg PD,2011,6,7,13,1,3,4,7,10,17
Otsego,Cooperstown Vg PD,2012,0,0,0,0,0,0,0,0,0
Otsego,Cooperstown Vg PD,2013,0,0,0,0,0,0,0,0,0
Otsego,Cooperstown Vg PD,2014,4,7,11,1,0,1,5,7,12
Otsego,Cooperstown Vg PD,2015,4,7,11,0,1,1,4,8,12
Otsego,Cooperstown Vg PD,2016,4,6,10,1,0,1,5,6,11
Otsego,Cooperstown Vg PD,2017,0,0,0,0,0,0,0,0,0
Otsego,SUNY Police - Oneonta,2007,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2008,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2009,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2010,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2011,17,0,17,9,0,9,26,0,26
Otsego,SUNY Police - Oneonta,2012,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2013,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2014,16,0,16,10,0,10,26,0,26
Otsego,SUNY Police - Oneonta,2015,17,0,17,10,0,10,27,0,27
Otsego,SUNY Police - Oneonta,2016,17,0,17,9,0,9,26,0,26
Otsego,SUNY Police - Oneonta,2017,17,0,17,10,0,10,27,0,27
Putnam,Putnam County Sheriff,2007,89,5,94,17,9,26,106,14,120
Putnam,Putnam County Sheriff,2008,81,6,87,16,6,22,97,12,109
Putnam,Putnam County Sheriff,2009,80,4,84,18,12,30,98,16,114
Putnam,Putnam County Sheriff,2010,82,8,90,18,9,27,100,17,117
Putnam,Putnam County Sheriff,2011,82,4,86,14,8,22,96,12,108
Putnam,Putnam County Sheriff,2012,83,4,87,18,10,28,101,14,115
Putnam,Putnam County Sheriff,2013,79,9,88,17,8,25,96,17,113
Putnam,Putnam County Sheriff,2014,82,9,91,17,7,24,99,16,115
Putnam,Putnam County Sheriff,2015,85,10,95,17,5,22,102,15,117
Putnam,Putnam County Sheriff,2016,86,10,96,14,6,20,100,16,116
Putnam,Putnam County Sheriff,2017,86,10,96,19,6,25,105,16,121
Putnam,Cold Spring Vg PD,2007,1,12,13,0,3,3,1,15,16
Putnam,Cold Spring Vg PD,2008,0,13,13,0,1,1,0,14,14
Putnam,Cold Spring Vg PD,2009,0,0,0,0,0,0,0,0,0
Putnam,Cold Spring Vg PD,2010,0,13,13,0,1,1,0,14,14
